CaseNumber,ProductFamily,CaseAge,Priority,Escalated,DateOpened,DateInitialResponse,TimeToInitialResponse,DateEscalated,DaysToEscalate,AverageCSAT
1116116,NPCM,27,P2,0,18/7/18 6:54,18/7/18 6:59,0,,0,3.6
1116172,Steelhead,20,P3,0,18/7/18 11:47,18/7/18 15:05,3,,0,4.8
1116371,Steelhead,26,P1,0,19/7/18 0:13,19/7/18 0:16,0,,0,1
1117004,Steelhead,61,P3,0,20/7/18 17:27,20/7/18 19:23,1,,0,2.2
1117005,SteelConnect,10,P1,0,20/7/18 17:30,20/7/18 18:00,0,,0,5
1117036,Steelhead,0,P3,0,20/7/18 19:38,20/7/18 19:43,0,,0,5
1117292,APM,32,P2,1,21/7/18 19:24,21/7/18 23:50,4,25/7/18 19:09,3,5
1117322,Steelhead,36,P3,0,22/7/18 16:59,22/7/18 17:03,0,,0,4.8
1117455,Steelhead,21,P3,1,23/7/18 19:42,24/7/18 14:46,19,7/8/18 13:37,14,2.4
1117659,NPM,16,P4,1,24/7/18 5:26,24/7/18 5:31,0,24/7/18 8:05,0,5
1117760,NPM,7,P3,0,24/7/18 12:48,24/7/18 16:02,3,,0,5
1117804,Steelhead,15,P4,0,24/7/18 16:40,24/7/18 17:54,1,,0,5
1117825,NPM,86,P4,0,24/7/18 18:24,24/7/18 20:12,1,,0,3
1118262,NPM,13,P2,0,25/7/18 18:39,25/7/18 20:25,1,,0,5
1118271,Steelhead,26,P2,0,25/7/18 19:11,25/7/18 23:02,3,,0,4.4
1118478,Steelhead,50,P3,0,26/7/18 2:27,26/7/18 6:43,4,,0,5
1118548,NPM,30,P2,0,26/7/18 5:18,26/7/18 22:44,17,,0,5
1118724,Steelhead,29,P3,0,26/7/18 20:41,26/7/18 21:32,0,,0,4.6
1118800,Steelhead,40,P4,0,27/7/18 0:38,27/7/18 3:01,2,,0,5
1118834,Steelhead,14,P2,0,27/7/18 1:46,27/7/18 3:10,1,,0,5
1118884,Steelhead,32,P1,0,27/7/18 3:52,27/7/18 4:05,0,,0,3
1118885,NPCM,12,P2,0,27/7/18 3:56,27/7/18 8:52,4,,0,4
1118950,APM,40,P2,0,27/7/18 6:24,27/7/18 6:43,0,,0,4.4
1119089,NPM,20,P4,0,27/7/18 19:37,27/7/18 23:15,3,,0,2.6
1119137,Steelhead,0,P2,0,27/7/18 23:17,27/7/18 23:20,0,,0,5
1119557,Steelhead,11,P3,0,29/7/18 10:59,29/7/18 18:09,7,,0,5
1119654,Steelhead,37,P3,0,30/7/18 17:07,30/7/18 18:07,1,,0,5
1120012,Steelhead,30,P2,0,31/7/18 12:06,31/7/18 12:09,0,,0,4.4
1120043,Steelhead,12,P2,0,31/7/18 14:56,31/7/18 15:18,0,,0,4
1120046,Steelhead,12,P3,0,31/7/18 15:05,31/7/18 15:15,0,,0,4.8
1120111,NPM,16,P3,0,31/7/18 21:13,31/7/18 22:38,1,,0,5
1120512,Steelhead,15,P3,0,1/8/18 19:09,1/8/18 20:10,1,,0,4
1120729,Steelhead,6,P3,0,2/8/18 4:05,2/8/18 4:14,0,,0,5
1120821,Steelhead,88,P4,1,2/8/18 10:05,2/8/18 12:19,2,2/8/18 12:17,0,4.75
1120824,Steelhead,11,P2,0,2/8/18 10:14,2/8/18 10:50,0,,0,4
1120845,NPCM,6,P3,0,2/8/18 12:22,2/8/18 12:49,0,,0,4.8
1120877,Steelhead,121,P4,1,2/8/18 16:33,2/8/18 16:37,0,17/8/18 15:57,14,5
1120879,Steelhead,121,P4,0,2/8/18 16:41,2/8/18 16:57,0,,0,5
1120908,SteelConnect,11,P3,0,2/8/18 18:02,2/8/18 21:44,3,,0,5
1121030,SteelConnect,20,P1,1,3/8/18 0:20,3/8/18 0:23,0,3/8/18 2:03,0,4.2
1121306,NPM,25,P2,1,3/8/18 11:57,3/8/18 12:01,0,14/8/18 16:28,11,4
1121375,Steelhead,10,P3,0,3/8/18 17:42,3/8/18 18:05,0,,0,5
1121401,NPM,24,P3,0,3/8/18 19:24,3/8/18 19:44,0,,0,5
1121442,Steelhead,5,P2,0,3/8/18 22:15,3/8/18 22:44,0,,0,4.8
1121466,NPM,18,P3,0,3/8/18 23:14,4/8/18 1:52,2,,0,5
1121478,SteelConnect,14,P4,0,3/8/18 23:50,4/8/18 6:39,6,,0,5
1121489,Steelhead,40,P2,1,4/8/18 0:24,4/8/18 4:46,4,7/8/18 3:05,3,5
1121560,Steelhead,10,P2,0,4/8/18 4:48,4/8/18 5:23,0,,0,5
1121603,Steelhead,38,P3,0,4/8/18 8:53,4/8/18 9:08,0,,0,1.8
1121647,SteelConnect,75,P3,1,4/8/18 23:37,5/8/18 0:03,0,14/8/18 8:39,9,5
1121666,APM,7,P2,0,5/8/18 11:19,5/8/18 15:11,3,,0,5
1121691,Steelhead,10,P2,0,6/8/18 4:46,,0,,0,5
1121738,Steelhead,14,P4,0,6/8/18 14:15,6/8/18 14:26,0,,0,5
1121763,Steelhead,2,P4,1,6/8/18 16:38,6/8/18 17:20,0,7/8/18 13:23,0,5
1121766,SteelConnect,7,P2,1,6/8/18 16:47,6/8/18 20:24,3,8/8/18 1:54,1,5
1121870,Steelhead,14,P3,0,6/8/18 23:00,7/8/18 0:05,1,,0,5
1121954,Steelhead,18,P1,0,7/8/18 1:55,7/8/18 1:57,0,,0,4.4
1122138,Steelhead,1,P3,0,7/8/18 10:25,7/8/18 10:50,0,,0,5
1122158,NPCM,2,P4,0,7/8/18 11:46,7/8/18 12:20,0,,0,4.2
1122168,Steelhead,38,P3,0,7/8/18 13:42,7/8/18 13:45,0,,0,3.4
1122169,Steelhead,20,P3,0,7/8/18 13:50,7/8/18 13:52,0,,0,4.8
1122173,Steelhead,0,P1,0,7/8/18 14:29,7/8/18 14:29,0,,0,3.4
1122184,Steelhead,17,P1,0,7/8/18 16:27,7/8/18 16:29,0,,0,3.8
1122212,Steelhead,1,P3,0,7/8/18 18:44,7/8/18 20:04,1,,0,4.4
1122233,Steelhead,24,P3,0,7/8/18 19:54,7/8/18 20:18,0,,0,4.2
1122258,NPM,8,P3,0,7/8/18 21:45,7/8/18 23:05,1,,0,5
1122337,NPCM,24,P2,0,8/8/18 0:54,8/8/18 1:31,0,,0,5
1122350,SteelConnect,1,P3,0,8/8/18 1:30,8/8/18 1:51,0,,0,4.2
1122375,Steelhead,1,P3,0,8/8/18 2:21,8/8/18 8:01,5,,0,3
1122400,NPCM,87,P2,0,8/8/18 3:22,8/8/18 5:34,2,,0,2.2
1122487,Steelhead,8,P3,0,8/8/18 7:31,8/8/18 7:51,0,,0,4.6
1122500,NPM,2,P2,0,8/8/18 8:22,8/8/18 8:26,0,,0,5
1122541,Steelhead,0,P1,0,8/8/18 11:50,8/8/18 11:52,0,,0,5
1122569,SteelConnect,12,P3,0,8/8/18 13:57,8/8/18 14:09,0,,0,4
1122590,APM,5,P3,0,8/8/18 15:42,8/8/18 15:56,0,,0,4.4
1122607,NPM,19,P3,0,8/8/18 17:48,8/8/18 19:11,1,,0,5
1122634,SteelConnect,21,P2,0,8/8/18 19:41,8/8/18 19:43,0,,0,5
1122650,Steelhead,0,P1,0,8/8/18 20:41,8/8/18 21:44,1,,0,5
1122669,Steelhead,7,P3,0,8/8/18 22:07,8/8/18 22:10,0,,0,5
1122707,SteelConnect,155,P3,1,8/8/18 23:18,8/8/18 23:55,0,10/8/18 17:16,1,5
1122723,NPM,12,P4,0,8/8/18 23:45,8/8/18 23:45,0,,0,5
1122738,Steelhead,0,P3,0,9/8/18 0:10,9/8/18 0:14,0,,0,4.2
1122784,Steelhead,0,P4,0,9/8/18 1:20,9/8/18 1:22,0,,0,5
1122841,NPM,2,P4,0,9/8/18 2:54,9/8/18 4:45,1,,0,5
1122864,Steelhead,2,P3,0,9/8/18 3:13,9/8/18 3:15,0,,0,5
1122880,Steelhead,30,P3,0,9/8/18 4:03,9/8/18 4:06,0,,0,5
1122996,Steelhead,22,P3,0,9/8/18 11:48,9/8/18 11:57,0,,0,5
1123064,Steelhead,0,P3,0,9/8/18 20:25,9/8/18 20:43,0,,0,3.8
1123065,Steelhead,7,P3,0,9/8/18 20:34,10/8/18 2:16,5,,0,5
1123069,Steelhead,18,P4,0,9/8/18 20:44,9/8/18 22:14,1,,0,4.2
1123106,Steelhead,8,P2,0,9/8/18 22:47,10/8/18 2:25,3,,0,5
1123164,Steelhead,14,P4,0,10/8/18 1:25,10/8/18 4:48,3,,0,5
1123286,Steelhead,4,P3,1,10/8/18 6:04,10/8/18 6:25,0,11/8/18 0:16,0,4
1123296,Steelhead,78,P2,0,10/8/18 6:34,10/8/18 10:10,3,,0,5
1123350,Steelhead,11,P3,0,10/8/18 10:31,10/8/18 10:51,0,,0,4.4
1123439,Steelhead,25,P2,0,10/8/18 19:15,10/8/18 23:27,4,,0,4.2
1123511,Steelhead,3,P2,0,10/8/18 23:47,10/8/18 23:53,0,,0,4.6
1123527,NPM,10,P3,0,11/8/18 0:16,11/8/18 0:46,0,,0,5
1123593,Steelhead,10,P2,0,11/8/18 3:45,11/8/18 7:17,3,,0,4.6
1123608,Steelhead,3,P2,0,11/8/18 4:48,11/8/18 6:31,1,,0,5
1123630,Steelhead,0,P2,0,11/8/18 6:20,11/8/18 6:23,0,,0,5
1123739,Steelhead,1,P1,0,13/8/18 0:39,13/8/18 0:43,0,,0,5
1123766,SteelConnect,20,P2,0,13/8/18 11:44,13/8/18 14:07,2,,0,5
1123772,Steelhead,21,P2,0,13/8/18 12:19,13/8/18 15:30,3,,0,4.8
1123799,Steelhead,0,P4,0,13/8/18 15:33,13/8/18 16:07,0,,0,5
1123828,NPM,39,P3,1,13/8/18 17:41,13/8/18 18:50,1,17/8/18 2:56,3,5
1123879,Steelhead,8,P3,0,13/8/18 22:05,13/8/18 22:34,0,,0,4.75
1123886,NPM,4,P2,0,13/8/18 22:26,13/8/18 22:36,0,,0,5
1123911,Steelhead,23,P2,0,13/8/18 23:11,13/8/18 23:26,0,,0,5
1123953,Steelhead,0,P4,0,14/8/18 0:46,14/8/18 0:59,0,,0,5
1124103,NPM,57,P2,0,14/8/18 7:32,14/8/18 8:32,1,,0,4.8
1124162,NPM,9,P3,0,14/8/18 12:53,14/8/18 13:08,0,,0,4.4
1124179,APM,10,P3,0,14/8/18 14:52,14/8/18 15:23,0,,0,3.8
1124180,Steelhead,8,P3,0,14/8/18 15:13,14/8/18 17:28,2,,0,4.6
1124205,NPM,14,P2,1,14/8/18 17:13,14/8/18 18:23,1,15/8/18 20:52,1,4
1124236,Steelhead,20,P2,0,14/8/18 19:01,14/8/18 21:38,2,,0,4
1124290,Steelhead,15,P3,0,14/8/18 22:37,14/8/18 23:10,0,,0,4.6
1124360,NPCM,10,P3,1,15/8/18 1:10,15/8/18 2:27,1,16/8/18 5:40,1,4.6
1124395,Steelhead,0,P4,0,15/8/18 2:37,15/8/18 2:45,0,,0,4
1124418,Steelhead,10,P4,0,15/8/18 3:21,15/8/18 10:14,6,,0,5
1124470,NPM,279,P1,1,15/8/18 5:51,15/8/18 6:39,0,22/8/18 5:03,6,2.8
1124486,NPCM,65,P2,0,15/8/18 6:30,15/8/18 6:39,0,,0,3.8
1124556,NPM,5,P4,0,15/8/18 10:34,15/8/18 11:38,1,,0,4.25
1124571,Steelhead,5,P1,1,15/8/18 11:49,15/8/18 12:37,0,15/8/18 14:40,0,5
1124632,APM,1,P3,0,15/8/18 17:35,15/8/18 18:03,0,,0,5
1124660,Steelhead,0,P4,0,15/8/18 19:46,15/8/18 22:01,2,,0,5
1124719,Steelhead,2,P2,0,15/8/18 23:31,16/8/18 13:04,13,,0,1
1124753,Steelhead,12,P2,0,16/8/18 0:44,16/8/18 0:48,0,,0,5
1124815,Steelhead,21,P2,0,16/8/18 2:21,16/8/18 3:49,1,,0,5
1124853,Steelhead,23,P2,0,16/8/18 3:48,16/8/18 3:54,0,,0,2
1124875,Steelhead,8,P2,0,16/8/18 4:32,16/8/18 4:40,0,,0,1
1124941,Steelhead,141,P2,1,16/8/18 6:16,16/8/18 9:56,3,19/9/18 6:23,3,4.4
1124945,SteelConnect,7,P3,1,16/8/18 6:28,16/8/18 7:19,0,17/8/18 0:46,0,3.2
1125023,Steelhead,0,P2,0,16/8/18 12:00,16/8/18 12:22,0,,0,5
1125049,Steelhead,6,P4,0,16/8/18 15:01,16/8/18 16:33,1,,0,5
1125103,Steelhead,1,P4,0,16/8/18 19:09,16/8/18 19:41,0,,0,5
1125117,Steelhead,59,P3,0,16/8/18 19:42,17/8/18 11:56,16,,0,4
1125118,SteelConnect,5,P2,0,16/8/18 19:43,16/8/18 21:59,2,,0,4.5
1125137,Steelhead,1,P3,0,16/8/18 21:19,16/8/18 22:49,1,,0,4
1125150,Steelhead,0,P2,0,16/8/18 21:47,16/8/18 22:41,0,,0,4.6
1125151,NPCM,13,P3,1,16/8/18 21:48,17/8/18 0:49,3,16/8/18 22:57,0,4.4
1125178,Steelhead,11,P3,0,16/8/18 23:06,17/8/18 2:50,3,,0,4.4
1125255,NPM,1,P3,0,17/8/18 1:48,17/8/18 2:55,1,,0,3.4
1125349,Steelhead,12,P2,0,17/8/18 5:39,17/8/18 5:39,0,,0,5
1125366,Steelhead,0,P3,0,17/8/18 6:20,17/8/18 7:05,0,,0,4.8
1125529,Steelhead,19,P2,0,17/8/18 19:06,17/8/18 19:26,0,,0,5
1125553,Steelhead,45,P2,0,17/8/18 20:55,17/8/18 21:25,0,,0,5
1125555,Steelhead,60,P2,0,17/8/18 21:04,17/8/18 21:25,0,,0,5
1125562,SteelConnect,40,P2,1,17/8/18 21:53,17/8/18 23:40,1,7/9/18 0:13,20,4.8
1125580,Steelhead,3,P2,0,17/8/18 23:14,20/8/18 12:40,13,,0,5
1125663,Steelhead,4,P4,0,18/8/18 1:47,18/8/18 1:56,0,,0,4.8
1125709,Steelhead,0,P3,0,18/8/18 3:58,18/8/18 4:51,0,,0,4.8
1125715,APM,12,P3,0,18/8/18 4:18,18/8/18 4:35,0,,0,4.6
1125731,Steelhead,0,P3,0,18/8/18 5:09,18/8/18 5:19,0,,0,4.8
1125963,NPM,8,P4,0,20/8/18 17:18,20/8/18 18:49,1,,0,4
1126010,Steelhead,3,P3,0,20/8/18 20:15,20/8/18 20:34,0,,0,5
1126016,Steelhead,5,P3,0,20/8/18 20:47,20/8/18 20:54,0,,0,2.4
1126038,NPM,0,P4,0,20/8/18 22:00,20/8/18 22:07,0,,0,5
1126094,Steelhead,17,P3,0,21/8/18 0:35,21/8/18 1:47,1,,0,4.2
1126113,APM NPM,4,P2,1,21/8/18 1:15,21/8/18 2:45,1,24/8/18 1:57,3,4.4
1126143,Steelhead,2,P3,0,21/8/18 1:35,21/8/18 2:50,1,,0,4.6
1126144,Steelhead,2,P3,0,21/8/18 1:37,21/8/18 2:53,1,,0,4.2
1126222,Steelhead,44,P3,1,21/8/18 4:30,21/8/18 11:11,6,31/8/18 4:14,9,3
1126241,Steelhead,361,P2,1,21/8/18 5:09,21/8/18 5:31,0,24/8/18 3:45,2,4
1126246,Steelhead,2,P1,0,21/8/18 5:29,21/8/18 5:34,0,,0,1
1126263,Steelhead,0,P2,0,21/8/18 6:16,21/8/18 6:32,0,,0,4.4
1126297,Steelhead,2,P1,0,21/8/18 8:07,21/8/18 8:11,0,,0,5
1126358,Steelhead,3,P2,0,21/8/18 13:46,21/8/18 14:12,0,,0,2.8
1126455,Steelhead,0,P2,0,21/8/18 23:27,21/8/18 23:52,0,,0,4.8
1126467,Steelhead,3,P4,0,21/8/18 23:46,23/8/18 0:07,0,,0,4.8
1126475,Steelhead,2,P4,0,22/8/18 0:02,22/8/18 0:06,0,,0,5
1126493,Steelhead,1,P3,0,22/8/18 0:41,22/8/18 1:11,0,,0,4.4
1126494,Steelhead,2,P3,0,22/8/18 0:45,,3,,0,4.2
1126523,Steelhead,2,P3,0,22/8/18 2:11,22/8/18 14:20,12,,0,5
1126526,Steelhead,1,P2,0,22/8/18 2:16,22/8/18 2:23,0,,0,4.6
1126708,Steelhead,0,P4,0,22/8/18 14:37,22/8/18 14:53,0,,0,5
1126724,NPM,0,P4,0,22/8/18 17:19,22/8/18 18:52,1,,0,5
1126799,APM,30,P2,1,22/8/18 22:51,22/8/18 23:01,0,23/8/18 0:14,0,4.2
1127039,Steelhead,5,P2,0,23/8/18 9:10,23/8/18 9:43,0,,0,4
1127075,Steelhead,8,P3,0,23/8/18 12:40,23/8/18 14:35,1,,0,3.6
1127096,Steelhead,16,P3,0,23/8/18 15:11,23/8/18 15:15,0,,0,5
1127120,Steelhead,0,P1,0,23/8/18 17:10,23/8/18 17:15,0,,0,5
1127143,Steelhead,21,P2,0,23/8/18 19:18,23/8/18 23:25,4,,0,4.5
1127148,Steelhead,1,P3,0,23/8/18 20:01,23/8/18 20:17,0,,0,4.6
1127238,APM,6,P2,0,24/8/18 0:42,24/8/18 3:30,2,,0,5
1127255,APM,1,P4,0,24/8/18 1:13,24/8/18 3:59,2,,0,4.8
1127265,NPM,14,P2,1,24/8/18 1:38,24/8/18 5:49,4,7/9/18 0:07,13,4.6
1127307,NPCM,0,P3,0,24/8/18 2:47,24/8/18 3:44,0,,0,5
1127311,Steelhead,7,P2,0,24/8/18 2:59,24/8/18 3:03,0,,0,5
1127330,Steelhead,29,P2,0,24/8/18 3:41,24/8/18 7:23,3,,0,5
1127379,Steelhead,7,P2,0,24/8/18 5:23,24/8/18 5:29,0,,0,4.6
1127397,APM,1,P4,0,24/8/18 5:58,24/8/18 7:48,1,,0,3.8
1127500,NPM,11,P3,1,24/8/18 16:00,24/8/18 17:17,1,28/8/18 10:18,3,5
1127517,Steelhead,13,P3,0,24/8/18 17:23,24/8/18 18:53,1,,0,5
1127572,Steelhead,11,P4,0,24/8/18 21:23,25/8/18 16:56,19,,0,5
1127620,NPM,3,P2,1,25/8/18 0:48,25/8/18 0:51,0,25/8/18 1:42,0,4.8
1127701,NPM,5,P4,0,25/8/18 4:52,25/8/18 4:56,0,,0,5
1127787,Steelhead,3,P4,0,26/8/18 0:43,26/8/18 1:01,0,,0,3
1127849,SteelConnect,0,P3,0,27/8/18 11:55,27/8/18 12:01,0,,0,5
1127863,Steelhead,0,P3,0,27/8/18 12:48,27/8/18 12:52,0,,0,4.8
1127890,Steelhead,18,P2,0,27/8/18 16:01,27/8/18 18:39,2,,0,5
1128003,NPM,3,P3,0,28/8/18 0:09,28/8/18 0:34,0,,0,4.6
1128030,Steelhead,11,P3,0,28/8/18 1:11,28/8/18 2:15,1,,0,5
1128057,Steelhead,11,P3,0,28/8/18 2:27,28/8/18 4:08,1,,0,4
1128135,Steelhead,1,P3,0,28/8/18 5:39,28/8/18 5:49,0,,0,5
1128207,APM NPM,14,P4,0,28/8/18 11:14,28/8/18 11:41,0,,0,3.2
1128208,Steelhead,8,P2,0,28/8/18 11:18,28/8/18 11:19,0,,0,5
1128230,Steelhead,8,P4,0,28/8/18 12:51,28/8/18 14:56,2,,0,4.6
1128231,NPM,27,P4,1,28/8/18 12:52,28/8/18 16:28,3,29/8/18 15:56,1,2.8
1128263,NPCM,0,P2,0,28/8/18 16:16,28/8/18 16:22,0,,0,5
1128264,Steelhead,50,P1,0,28/8/18 16:27,28/8/18 16:31,0,,0,5
1128286,NPM,13,P4,0,28/8/18 17:59,28/8/18 21:35,3,,0,4.6
1128292,NPM,62,P2,1,28/8/18 18:12,28/8/18 21:22,3,6/9/18 23:05,9,5
1128317,NPM,1,P3,0,28/8/18 19:55,28/8/18 22:45,2,,0,5
1128351,Steelhead,0,P3,0,28/8/18 22:18,28/8/18 22:52,0,,0,4.6
1128383,Steelhead,6,P4,0,28/8/18 23:48,28/8/18 23:54,0,,0,5
1128566,Steelhead,1,P3,0,29/8/18 5:19,29/8/18 6:13,0,,0,5
1128584,Steelhead,3,P4,0,29/8/18 6:10,29/8/18 17:16,11,,0,5
1128749,Steelhead,49,P1,0,29/8/18 21:43,29/8/18 21:47,0,,0,5
1128783,Steelhead,1,P3,0,29/8/18 23:24,30/8/18 2:20,2,,0,5
1128832,Steelhead,13,P2,0,30/8/18 1:07,30/8/18 2:29,1,,0,5
1128907,Steelhead,28,P2,0,30/8/18 3:05,30/8/18 4:41,1,,0,4.8
1128913,Steelhead,0,P3,0,30/8/18 3:23,30/8/18 3:34,0,,0,5
1128945,APM,0,P3,0,30/8/18 4:30,30/8/18 4:57,0,,0,4.8
1128976,NPCM,27,P3,0,30/8/18 5:55,30/8/18 23:36,17,,0,5
1129026,Steelhead,2,P2,0,30/8/18 9:12,30/8/18 11:58,2,,0,3.8
1129049,NPM,11,P3,0,30/8/18 11:54,30/8/18 11:59,0,,0,4.6
1129106,Steelhead,1,P3,0,30/8/18 17:54,31/8/18 2:24,8,,0,2.8
1129115,NPM,5,P2,0,30/8/18 18:34,30/8/18 19:21,0,,0,5
1129271,NPCM,14,P2,0,31/8/18 2:20,31/8/18 5:03,2,,0,3.8
1129282,Steelhead,7,P3,0,31/8/18 2:45,31/8/18 4:32,1,,0,1.8
1129289,SteelConnect,7,P4,0,31/8/18 2:57,31/8/18 4:38,1,,0,5
1129318,Steelhead,5,P2,0,31/8/18 4:17,31/8/18 6:18,2,,0,4
1129396,Steelhead,1,P2,0,31/8/18 12:00,31/8/18 12:19,0,,0,4.2
1129408,Steelhead,3,P4,0,31/8/18 15:06,31/8/18 15:51,0,,0,5
1129444,APM,70,P2,1,31/8/18 19:48,31/8/18 19:52,0,5/10/18 0:22,3,4.2
1129448,Steelhead,4,P2,0,31/8/18 20:19,31/8/18 20:42,0,,0,5
1129452,Steelhead,10,P3,0,31/8/18 20:38,31/8/18 21:53,1,,0,4.2
1129474,Steelhead,2,P4,0,31/8/18 22:03,1/9/18 0:20,2,,0,5
1129481,NPM,4,P2,0,31/8/18 22:39,31/8/18 22:48,0,,0,5
1129499,Steelhead,7,P3,0,1/9/18 0:11,1/9/18 0:29,0,,0,5
1129525,Steelhead,11,P4,0,1/9/18 0:58,1/9/18 2:25,1,,0,3.4
1129546,NPCM,6,P4,0,1/9/18 1:50,1/9/18 2:56,1,,0,3.8
1129549,Steelhead,0,P3,0,1/9/18 1:54,1/9/18 2:08,0,,0,5
1129632,Steelhead,11,P3,0,1/9/18 6:27,1/9/18 8:26,1,,0,4.6
1129634,Steelhead,6,P2,0,1/9/18 6:33,1/9/18 8:47,2,,0,4.6
1129672,Steelhead,25,P2,0,1/9/18 16:30,1/9/18 16:30,0,,0,4
1129685,Steelhead,30,P2,1,2/9/18 0:21,2/9/18 0:35,0,28/9/18 7:11,26,4.8
1129747,Steelhead,1,P2,0,3/9/18 12:48,3/9/18 13:08,0,,0,4
1129802,Steelhead,4,P2,0,3/9/18 18:41,3/9/18 19:22,0,,0,5
1129837,NPM,17,P4,1,3/9/18 20:38,3/9/18 22:01,1,12/9/18 0:49,8,3
1129882,NPM,1,P4,1,3/9/18 23:33,3/9/18 23:36,0,4/9/18 22:55,0,5
1129890,Steelhead,1,P3,0,4/9/18 0:10,4/9/18 0:14,0,,0,4.2
1129956,APM,18,P4,0,4/9/18 12:56,4/9/18 13:15,0,,0,5
1129983,Steelhead,21,P3,0,4/9/18 16:00,4/9/18 16:09,0,,0,5
1130002,NPM,7,P2,0,4/9/18 17:29,4/9/18 17:34,0,,0,5
1130076,Steelhead,2,P2,0,4/9/18 22:10,4/9/18 22:26,0,,0,5
1130116,NPCM,17,P4,0,5/9/18 0:04,5/9/18 1:27,1,,0,4.4
1130171,Steelhead,1,P2,0,5/9/18 2:06,5/9/18 2:18,0,,0,4.4
1130231,Steelhead,10,P2,1,5/9/18 4:26,5/9/18 4:29,0,7/9/18 0:29,1,3.8
1130277,SteelConnect,13,P2,1,5/9/18 6:11,5/9/18 6:32,0,7/9/18 1:04,1,3.4
1130326,APM,0,P2,0,5/9/18 9:29,5/9/18 9:47,0,,0,4.2
1130382,Steelhead,26,P3,0,5/9/18 16:59,5/9/18 17:02,0,,0,5
1130415,Steelhead,26,P3,0,5/9/18 18:38,5/9/18 19:51,1,,0,5
1130452,Steelhead,5,P2,0,5/9/18 20:44,5/9/18 22:32,1,,0,4.4
1130458,Steelhead,13,P2,0,5/9/18 20:54,5/9/18 21:31,0,,0,5
1130460,SteelConnect,9,P2,0,5/9/18 20:58,5/9/18 21:08,0,,0,2.8
1130471,Steelhead,12,P2,0,5/9/18 21:36,5/9/18 23:27,1,,0,5
1130475,NPM,0,P3,0,5/9/18 21:51,5/9/18 21:53,0,,0,4.8
1130491,Steelhead,15,P3,0,5/9/18 22:49,5/9/18 23:33,0,,0,4.4
1130511,SteelConnect,1,P3,0,5/9/18 23:44,5/9/18 23:58,0,,0,5
1130515,APM NPM,19,P4,0,5/9/18 23:55,6/9/18 2:00,2,,0,4.6
1130580,NPM,1,P2,1,6/9/18 2:28,6/9/18 2:31,0,6/9/18 3:58,0,5
1130597,Steelhead,12,P2,0,6/9/18 2:59,6/9/18 3:13,0,,0,5
1130622,NPCM,20,P3,0,6/9/18 3:56,6/9/18 7:10,3,,0,5
1130652,SteelConnect,90,P3,1,6/9/18 5:46,6/9/18 6:40,0,13/9/18 3:46,6,5
1130684,SteelConnect,18,P3,0,6/9/18 6:58,6/9/18 7:03,0,,0,1.6
1130905,Steelhead,7,P3,0,7/9/18 0:23,7/9/18 0:38,0,,0,5
1130955,NPM,54,P2,0,7/9/18 1:27,7/9/18 2:11,0,,0,4.6
1131075,Steelhead,7,P2,0,7/9/18 5:13,7/9/18 5:20,0,,0,5
1131186,Steelhead,5,P3,0,7/9/18 12:34,7/9/18 13:18,0,,0,5
1131316,Steelhead,139,P2,1,8/9/18 0:11,8/9/18 0:20,0,25/10/18 3:30,16,3.8
1131357,Steelhead,0,P2,0,8/9/18 1:58,8/9/18 2:03,0,,0,5
1131440,APM NPM,3,P4,0,8/9/18 7:16,8/9/18 10:39,3,,0,5
1131524,NPM,13,P3,0,9/9/18 7:45,9/9/18 22:28,14,,0,4.8
1131560,Steelhead,17,P3,0,10/9/18 7:52,10/9/18 7:58,0,,0,5
1131595,Steelhead,28,P3,0,10/9/18 14:20,10/9/18 15:26,1,,0,5
1131601,Steelhead,45,P3,0,10/9/18 14:48,10/9/18 16:30,1,,0,4.8
1131630,Steelhead,1,P3,0,10/9/18 17:52,10/9/18 18:01,0,,0,5
1131680,Steelhead,8,P3,0,10/9/18 20:52,10/9/18 21:45,0,,0,4.6
1131681,Steelhead,8,P3,0,10/9/18 20:53,10/9/18 21:45,0,,0,4.6
1131689,Steelhead,1,P4,0,10/9/18 21:30,11/9/18 6:36,9,,0,5
1131767,Steelhead,1,P3,0,11/9/18 0:54,11/9/18 0:56,0,,0,5
1131772,Steelhead,1,P3,0,11/9/18 1:05,11/9/18 1:08,0,,0,5
1131790,Steelhead,3,P2,0,11/9/18 1:54,11/9/18 1:56,0,,0,4
1131801,Steelhead,14,P2,0,11/9/18 2:16,11/9/18 2:20,0,,0,4.8
1131861,NPCM,66,P2,0,11/9/18 4:20,11/9/18 7:49,3,,0,5
1131879,Steelhead,65,P3,0,11/9/18 5:05,11/9/18 7:11,2,,0,5
1131898,Steelhead,4,P3,0,11/9/18 5:37,11/9/18 6:46,1,,0,5
1131938,NPM,14,P2,1,11/9/18 7:37,11/9/18 12:15,4,13/9/18 6:39,1,4
1132008,Steelhead,0,P4,0,11/9/18 14:54,11/9/18 15:26,0,,0,5
1132090,SteelConnect,21,P2,0,11/9/18 21:53,11/9/18 23:49,1,,0,5
1132213,Steelhead,1,P3,0,12/9/18 1:23,12/9/18 1:41,0,,0,5
1132271,Steelhead,2,P2,0,12/9/18 3:28,12/9/18 4:24,0,,0,4.75
1132321,Steelhead,0,P3,0,12/9/18 5:14,12/9/18 5:35,0,,0,5
