CaseNumber,ProductFamily,CaseAge,Priority,Escalated,DateOpened,DateInitialResponse,TimeToInitialResponse,DateEscalated,DaysToEscalate,AverageCSAT
1148181,Steelhead,1,P3,0,6/11/18 9:54,6/11/18 10:02,0,,0,4
1148195,Steelhead,3,P3,0,6/11/18 10:27,6/11/18 10:30,0,,0,3.8
1148242,SteelConnect,9,P3,0,6/11/18 13:44,6/11/18 23:06,9,,0,5
1148275,Steelhead,8,P3,0,6/11/18 16:46,6/11/18 16:50,0,,0,5
1148290,APM,3,P4,0,6/11/18 17:56,6/11/18 20:56,3,,0,5
1148365,NPM,2,P3,0,6/11/18 21:48,7/11/18 3:31,5,,0,4.6
1148381,Steelhead,1,P2,0,6/11/18 23:13,6/11/18 23:37,0,,0,5
1148448,SteelConnect,14,P3,0,7/11/18 2:29,7/11/18 3:59,1,,0,5
1148449,Steelhead,1,P3,0,7/11/18 2:29,7/11/18 19:26,16,,0,5
1148545,Steelhead,0,P4,0,7/11/18 6:20,7/11/18 6:33,0,,0,4.8
1148588,Steelhead,20,P2,0,7/11/18 8:18,7/11/18 9:02,0,,0,4.4
1148634,APM,13,P2,0,7/11/18 11:02,7/11/18 11:19,0,,0,3.4
1148642,Steelhead,3,P2,0,7/11/18 11:35,7/11/18 11:37,0,,0,5
1148684,Steelhead,27,P3,0,7/11/18 17:25,7/11/18 20:11,2,,0,2.6
1148686,Steelhead,0,P2,0,7/11/18 18:09,7/11/18 18:15,0,,0,5
1148709,APM,19,P4,0,7/11/18 20:07,8/11/18 4:40,8,,0,3.6
1148713,Steelhead,7,P3,0,7/11/18 20:24,7/11/18 20:35,0,,0,4
1148724,Steelhead,37,P2,0,7/11/18 21:16,7/11/18 21:18,0,,0,4.4
1148783,NPCM,9,P2,0,8/11/18 1:09,8/11/18 5:05,3,,0,4.75
1148831,NPM,2,P2,1,8/11/18 2:14,8/11/18 3:31,1,9/11/18 1:54,0,5
1148834,Steelhead,5,P3,0,8/11/18 2:16,8/11/18 2:18,0,,0,4.6
1149028,APM,7,P4,0,8/11/18 12:09,8/11/18 12:15,0,,0,5
1149029,Steelhead,6,P3,0,8/11/18 12:21,8/11/18 15:04,2,,0,4
1149213,Steelhead,8,P2,0,8/11/18 23:57,9/11/18 0:06,0,,0,4.6
1149228,Steelhead,1,P3,0,9/11/18 0:59,10/11/18 2:06,1,,0,5
1149280,Steelhead,4,P3,0,9/11/18 2:36,10/11/18 0:16,21,,0,5
1149281,Steelhead,12,P1,0,9/11/18 2:39,9/11/18 2:41,0,,0,5
1149419,NPM,11,P3,1,9/11/18 7:12,9/11/18 7:33,0,13/11/18 1:38,3,5
1149431,SteelConnect,5,P2,0,9/11/18 7:50,9/11/18 11:15,3,,0,4.8
1149465,Steelhead,95,P2,0,9/11/18 10:00,13/11/18 6:54,20,,0,5
1149470,APM NPM,33,P2,1,9/11/18 10:43,9/11/18 11:40,0,16/11/18 7:13,6,3.2
1149508,Steelhead,10,P3,0,9/11/18 15:09,9/11/18 17:21,2,,0,4.2
1149509,NPM,19,P3,0,9/11/18 15:17,9/11/18 23:26,8,,0,4.4
1149562,NPM,6,P3,0,9/11/18 20:37,9/11/18 23:25,2,,0,4.4
1149565,NPM,6,P3,0,9/11/18 20:45,10/11/18 2:10,5,,0,5
1149584,NPM,10,P2,1,9/11/18 22:30,9/11/18 23:24,0,15/11/18 1:51,5,5
1149659,Steelhead,0,P2,0,10/11/18 2:42,10/11/18 2:51,0,,0,5
1149688,Steelhead,18,P3,0,10/11/18 3:44,10/11/18 4:02,0,,0,4
1149697,APM,0,P3,0,10/11/18 4:08,10/11/18 4:32,0,,0,5
1149757,Steelhead,19,P3,0,10/11/18 7:29,10/11/18 8:31,1,,0,5
1149794,Steelhead,3,P3,0,10/11/18 10:37,10/11/18 10:56,0,,0,4
1150074,Steelhead,3,P2,0,12/11/18 15:24,12/11/18 15:26,0,,0,5
1151589,APM,14,P4,0,12/11/18 22:17,13/11/18 0:43,2,,0,5
1151666,Steelhead,89,P3,1,12/11/18 22:36,13/11/18 1:46,3,16/11/18 13:02,3,5
1151703,Steelhead,2,P1,0,12/11/18 22:47,12/11/18 22:50,0,,0,4
1152042,Steelhead,1,P2,0,13/11/18 0:22,13/11/18 0:28,0,,0,4.8
1152281,APM,1,P2,0,13/11/18 6:34,13/11/18 12:05,5,,0,4.8
1152283,Steelhead,4,P2,1,13/11/18 6:37,13/11/18 6:40,0,15/11/18 3:32,1,4
1152427,Steelhead,1,P4,0,13/11/18 18:27,13/11/18 19:24,0,,0,4
1152504,NPM,0,P1,0,13/11/18 23:56,13/11/18 23:58,0,,0,4.8
1152509,Steelhead,6,P3,1,14/11/18 0:08,14/11/18 3:53,3,15/11/18 6:17,1,4.4
1152563,Steelhead,22,P2,0,14/11/18 2:36,14/11/18 2:57,0,,0,4.6
1152582,Steelhead,0,P2,0,14/11/18 3:10,14/11/18 3:16,0,,0,5
1152596,Steelhead,2,P2,0,14/11/18 3:32,14/11/18 5:56,2,,0,4.4
1152805,Steelhead,2,P3,0,14/11/18 16:36,14/11/18 18:14,1,,0,5
1152832,NPM,1,P4,0,14/11/18 18:14,15/11/18 0:22,6,,0,4.4
1152932,NPM,5,P4,1,15/11/18 1:25,15/11/18 1:32,0,15/11/18 1:38,0,5
1152974,NPM,19,P2,0,15/11/18 3:05,15/11/18 5:01,1,,0,5
1153125,Steelhead,6,P2,0,15/11/18 10:17,15/11/18 10:29,0,,0,5
1153184,Steelhead,1,P4,0,15/11/18 16:10,15/11/18 16:22,0,,0,5
1153241,NPM,13,P3,0,15/11/18 19:42,15/11/18 23:45,4,,0,5
1153255,SteelConnect,1,P3,0,15/11/18 20:45,16/11/18 18:29,21,,0,5
1153257,Steelhead,12,P4,0,15/11/18 20:51,15/11/18 21:04,0,,0,3.2
1153302,Steelhead,4,P3,0,16/11/18 0:32,16/11/18 1:36,1,,0,5
1153305,APM,20,P2,0,16/11/18 0:41,16/11/18 1:59,1,,0,2.6
1153311,NPM,15,P3,1,16/11/18 0:55,16/11/18 1:08,0,20/11/18 2:34,4,5
1153340,Steelhead,0,P3,0,16/11/18 2:04,,1,,0,5
1153362,NPM,0,P2,0,16/11/18 2:57,16/11/18 3:42,0,,0,2
1153385,APM NPM,1,P1,0,16/11/18 4:03,16/11/18 6:37,2,,0,5
1153401,SteelConnect,67,P2,1,16/11/18 4:41,16/11/18 9:25,4,27/11/18 1:23,10,3
1153405,APM,0,P1,0,16/11/18 4:44,16/11/18 4:55,0,,0,5
1153438,Steelhead,4,P2,0,16/11/18 6:23,16/11/18 6:26,0,,0,5
1153477,NPM,70,P2,1,16/11/18 8:30,16/11/18 10:20,1,21/11/18 7:34,4,1.2
1153597,Steelhead,11,P3,0,16/11/18 20:31,17/11/18 6:17,9,,0,4.8
1153671,APM,0,P4,0,17/11/18 1:02,17/11/18 5:44,4,,0,4.4
1153724,NPM,6,P3,0,17/11/18 3:01,17/11/18 3:59,0,,0,3.8
1153739,Steelhead,7,P3,0,17/11/18 3:35,17/11/18 3:38,0,,0,5
1153745,Steelhead,3,P2,0,17/11/18 3:49,17/11/18 4:01,0,,0,4.6
1153892,NPM,11,P3,0,18/11/18 0:26,19/11/18 15:38,15,,0,3
1154011,Steelhead,4,P4,0,19/11/18 15:31,21/11/18 0:07,8,,0,5
1154022,Steelhead,0,P2,0,19/11/18 17:08,19/11/18 17:27,0,,0,5
1154051,Steelhead,139,P4,1,19/11/18 20:12,20/11/18 4:47,8,23/11/18 4:08,3,2.8
1154066,APM,7,P2,0,19/11/18 20:45,19/11/18 21:35,0,,0,4.2
1154167,NPM,0,P4,0,20/11/18 1:00,20/11/18 2:23,1,,0,4.4
1154217,Steelhead,50,P3,0,20/11/18 3:39,,0,,0,4.8
1154220,APM NPM,17,P2,1,20/11/18 3:43,20/11/18 11:25,7,21/11/18 13:52,1,4
1154240,Steelhead,100,P4,0,20/11/18 4:25,20/11/18 4:48,0,,0,5
1154333,Steelhead,2,P3,0,20/11/18 7:59,20/11/18 8:01,0,,0,5
1154432,Steelhead,24,P3,1,20/11/18 15:13,20/11/18 16:15,1,21/11/18 13:36,0,4.6
1154587,Steelhead,14,P3,0,21/11/18 2:07,21/11/18 5:43,3,,0,4.8
1154607,Steelhead,8,P3,0,21/11/18 2:41,21/11/18 5:05,2,,0,5
1154651,Steelhead,28,P1,0,21/11/18 4:00,21/11/18 4:42,0,,0,4.6
1154721,APM,0,P4,0,21/11/18 6:12,21/11/18 7:04,0,,0,4
1154729,Steelhead,14,P3,0,21/11/18 6:43,21/11/18 7:10,0,,0,4
1154877,SteelConnect,8,P3,0,21/11/18 20:28,21/11/18 22:30,2,,0,5
1154951,Steelhead,13,P3,0,22/11/18 0:29,22/11/18 1:03,0,,0,5
1154963,Steelhead,114,P3,1,22/11/18 1:17,22/11/18 2:29,1,28/11/18 4:15,6,4.8
1154965,Steelhead,47,P2,0,22/11/18 1:20,22/11/18 2:54,1,,0,5
1155002,Steelhead,7,P3,0,22/11/18 2:55,22/11/18 3:25,0,,0,4.4
1155063,NPM,6,P3,0,22/11/18 7:52,22/11/18 8:04,0,,0,5
1155073,Steelhead,0,P3,0,22/11/18 9:04,22/11/18 9:07,0,,0,3.8
1155076,Steelhead,12,P2,0,22/11/18 9:24,22/11/18 10:01,0,,0,5
1155187,Steelhead,19,P2,0,22/11/18 20:09,22/11/18 20:26,0,,0,5
1155201,NPM,1,P3,0,22/11/18 20:53,22/11/18 23:55,3,,0,4.4
1155258,Steelhead,7,P3,0,23/11/18 0:38,23/11/18 4:31,3,,0,4
1155281,SteelConnect,18,P2,1,23/11/18 2:16,23/11/18 3:27,1,23/11/18 3:26,0,4.8
1155313,NPM,7,P1,0,23/11/18 5:31,23/11/18 5:56,0,,0,3.6
1155336,APM,13,P4,0,23/11/18 11:30,23/11/18 12:00,0,,0,5
1155342,Steelhead,3,P4,0,23/11/18 12:57,23/11/18 15:39,2,,0,5
1155406,NPM,3,P2,0,23/11/18 22:31,23/11/18 23:26,0,,0,4
1155410,APM NPM,3,P2,0,23/11/18 22:57,23/11/18 23:07,0,,0,5
1155434,Steelhead,3,P4,0,24/11/18 0:54,24/11/18 5:32,4,,0,5
1155451,SteelConnect,11,P2,0,24/11/18 2:10,24/11/18 3:14,1,,0,5
1155462,SteelConnect,45,P2,1,24/11/18 3:41,24/11/18 3:55,0,27/11/18 0:23,2,1.6
1155517,Steelhead,3,P4,1,25/11/18 1:37,25/11/18 2:46,1,25/11/18 2:36,0,4
1155534,Steelhead,27,P3,0,25/11/18 18:25,25/11/18 18:42,0,,0,4.75
1155596,Steelhead,106,P2,0,26/11/18 17:27,26/11/18 20:29,3,,0,5
1155616,Steelhead,164,P2,0,26/11/18 19:08,26/11/18 19:19,0,,0,4.8
1155618,Steelhead,15,P3,0,26/11/18 19:16,27/11/18 6:39,11,,0,5
1155651,Steelhead,4,P3,1,26/11/18 22:01,27/11/18 1:47,3,29/11/18 19:03,2,4.2
1155675,Steelhead,37,P3,1,26/11/18 23:29,27/11/18 2:16,2,28/11/18 0:26,1,5
1155678,Steelhead,4,P3,0,26/11/18 23:46,27/11/18 0:06,0,,0,4
1155700,Steelhead,2,P4,0,27/11/18 1:07,27/11/18 3:28,2,,0,5
1155705,APM,0,P4,0,27/11/18 1:22,27/11/18 3:14,1,,0,4.6
1155758,SteelConnect,11,P3,0,27/11/18 3:35,27/11/18 7:45,4,,0,4.2
1155800,APM NPM,17,P4,0,27/11/18 5:21,27/11/18 7:56,2,,0,5
1155837,Steelhead,8,P3,0,27/11/18 6:52,27/11/18 11:13,4,,0,5
1155838,Steelhead,8,P2,0,27/11/18 6:55,27/11/18 8:09,1,,0,4
1155931,Steelhead,14,P2,0,27/11/18 13:48,27/11/18 15:11,1,,0,4.8
1156022,Steelhead,3,P3,0,27/11/18 21:50,28/11/18 8:09,10,,0,3.8
1156087,Steelhead,27,P3,0,28/11/18 1:26,29/11/18 7:54,6,,0,5
1156226,Steelhead,0,P2,0,28/11/18 6:12,28/11/18 6:14,0,,0,4.8
1156268,Steelhead,15,P3,0,28/11/18 8:00,28/11/18 9:01,1,,0,5
1156283,Steelhead,42,P1,0,28/11/18 9:34,28/11/18 10:17,0,,0,5
1156324,APM NPM,9,P2,0,28/11/18 13:13,28/11/18 13:29,0,,0,5
1156489,Steelhead,181,P1,0,29/11/18 1:30,29/11/18 4:41,3,,0,1
1156517,Steelhead,1,P2,0,29/11/18 2:07,29/11/18 3:10,1,,0,5
1156559,NPM,10,P2,0,29/11/18 3:25,29/11/18 3:43,0,,0,2.6
1156621,Steelhead,0,P4,0,29/11/18 5:47,29/11/18 5:51,0,,0,5
1156669,SteelConnect,35,P2,1,29/11/18 7:32,29/11/18 8:07,0,30/11/18 12:54,1,4.6
1156674,APM,8,P4,0,29/11/18 7:53,29/11/18 10:34,2,,0,4.2
1156730,Steelhead,0,P3,0,29/11/18 11:34,29/11/18 11:44,0,,0,4.6
1156735,NPM,12,P4,0,29/11/18 12:10,29/11/18 12:46,0,,0,5
1156743,Steelhead,9,P3,0,29/11/18 12:51,29/11/18 15:25,2,,0,4
1156769,Steelhead,0,P4,0,29/11/18 17:00,,0,,0,3
1156819,NPM,6,P3,0,29/11/18 20:48,29/11/18 23:52,3,,0,5
1156883,NPM,2,P3,1,30/11/18 0:53,30/11/18 1:42,0,30/11/18 7:30,0,5
1156897,Steelhead,8,P3,0,30/11/18 1:31,30/11/18 1:36,0,,0,4.2
1156899,Steelhead,12,P2,0,30/11/18 1:41,30/11/18 2:33,0,,0,4
1157010,Steelhead,0,P3,0,30/11/18 6:00,30/11/18 6:14,0,,0,4.2
1157011,APM,32,P2,1,30/11/18 6:01,30/11/18 9:19,3,30/11/18 16:36,0,4.2
1157018,NPM,0,P2,0,30/11/18 6:33,30/11/18 6:55,0,,0,5
1157072,Steelhead,0,P3,0,30/11/18 9:02,30/11/18 9:05,0,,0,5
1157094,APM,34,P1,0,30/11/18 10:38,30/11/18 11:04,0,,0,4.8
1157096,Steelhead,6,P2,0,30/11/18 10:42,30/11/18 10:51,0,,0,5
1157204,Steelhead,3,P2,0,1/12/18 0:13,1/12/18 3:32,3,,0,5
1157206,Steelhead,11,P2,0,1/12/18 0:20,1/12/18 1:52,1,,0,4.75
1157212,NPM,17,P3,0,1/12/18 0:45,1/12/18 2:24,1,,0,3.2
1157267,Steelhead,17,P3,0,1/12/18 2:47,1/12/18 2:55,0,,0,5
1157433,NPM,40,P2,0,1/12/18 22:11,1/12/18 22:18,0,,0,4
1157461,Steelhead,0,P1,0,2/12/18 8:30,2/12/18 8:34,0,,0,4.8
1157497,NPM,11,P3,0,3/12/18 6:49,3/12/18 14:34,7,,0,1.6
1157516,NPM,9,P2,0,3/12/18 12:30,3/12/18 12:37,0,,0,4
1157562,NPM,8,P4,0,3/12/18 19:30,3/12/18 19:42,0,,0,5
1157607,Steelhead,1,P4,0,3/12/18 22:44,4/12/18 1:04,2,,0,5
1157665,SteelConnect,7,P2,0,4/12/18 2:13,4/12/18 3:31,1,,0,4.8
1157759,NPM,1,P2,0,4/12/18 5:36,4/12/18 5:43,0,,0,4.8
1157771,APM,7,P2,0,4/12/18 6:19,4/12/18 6:57,0,,0,4.6
1157857,Steelhead,3,P2,0,4/12/18 11:11,4/12/18 12:10,0,,0,5
1157863,NPM,10,P2,0,4/12/18 11:44,4/12/18 11:58,0,,0,4.2
1157920,NPM,8,P4,0,4/12/18 17:34,4/12/18 18:08,0,,0,5
1158181,Steelhead,3,P3,0,5/12/18 7:13,5/12/18 7:39,0,,0,4
1158339,SteelConnect,12,P2,0,5/12/18 20:25,5/12/18 21:17,0,,0,4
1158378,Steelhead,2,P3,0,6/12/18 0:06,6/12/18 0:12,0,,0,4.4
1158383,NPM,0,P3,0,6/12/18 0:19,6/12/18 0:43,0,,0,4.8
1158400,Steelhead,1,P3,0,6/12/18 1:15,6/12/18 1:18,0,,0,3
1158407,NPM,40,P3,1,6/12/18 1:32,6/12/18 2:28,0,11/12/18 3:40,5,5
1158415,SteelConnect,5,P2,0,6/12/18 1:44,6/12/18 2:12,0,,0,5
1158511,Steelhead,0,P4,0,6/12/18 5:33,6/12/18 5:35,0,,0,5
1158518,Steelhead,1,P2,0,6/12/18 5:55,6/12/18 6:14,0,,0,5
1158584,Steelhead,13,P3,0,6/12/18 10:26,6/12/18 10:29,0,,0,5
1158589,NPM,36,P2,0,6/12/18 11:18,6/12/18 14:30,3,,0,5
1158602,SteelConnect,1,P2,0,6/12/18 12:50,6/12/18 12:53,0,,0,3.8
1158646,Steelhead,40,P3,0,6/12/18 18:37,6/12/18 19:53,1,,0,5
1158691,Steelhead,0,P3,0,6/12/18 20:59,6/12/18 21:36,0,,0,5
1158697,Steelhead,6,P2,0,6/12/18 21:16,6/12/18 23:05,1,,0,5
1158755,SteelConnect,22,P3,0,7/12/18 1:34,7/12/18 2:25,0,,0,4.8
1158765,Steelhead,35,P3,0,7/12/18 2:07,7/12/18 2:13,0,,0,5
1158887,Steelhead,0,P2,0,7/12/18 7:16,,0,,0,4.8
1159034,Steelhead,3,P3,0,7/12/18 21:42,8/12/18 1:41,3,,0,5
1159045,APM NPM,0,P3,0,7/12/18 22:42,7/12/18 23:00,0,,0,5
1159059,Steelhead,0,P2,0,8/12/18 0:21,8/12/18 1:41,1,,0,5
1159115,Steelhead,3,P2,0,8/12/18 2:43,8/12/18 3:15,0,,0,5
1159140,APM NPM,0,P2,0,8/12/18 3:53,8/12/18 5:02,1,,0,5
1159187,Steelhead,7,P3,0,8/12/18 7:05,8/12/18 7:08,0,,0,5
1159330,NPM,46,P3,0,10/12/18 12:54,10/12/18 17:37,4,,0,4.8
1159373,NPM,21,P3,0,10/12/18 18:14,10/12/18 19:43,1,,0,3.4
1159388,Steelhead,23,P3,0,10/12/18 19:21,11/12/18 2:27,7,,0,4
1159448,NPM,1,P1,0,10/12/18 21:29,10/12/18 22:34,1,,0,5
1159467,Steelhead,10,P4,0,10/12/18 22:52,11/12/18 1:20,2,,0,3.8
1159528,Steelhead,2,P3,0,11/12/18 1:32,11/12/18 2:03,0,,0,5
1159542,NPM,36,P2,1,11/12/18 1:49,11/12/18 3:42,1,4/1/19 7:50,24,5
1159548,SteelConnect,38,P2,1,11/12/18 2:10,11/12/18 3:50,1,14/12/18 16:48,3,2.4
1159551,Steelhead,4,P2,0,11/12/18 2:13,11/12/18 6:55,4,,0,5
1159639,Steelhead,7,P2,0,11/12/18 5:26,11/12/18 5:32,0,,0,5
1159726,Steelhead,0,P3,0,11/12/18 9:29,11/12/18 10:10,0,,0,5
1159754,Steelhead,0,P2,0,11/12/18 11:30,11/12/18 11:46,0,,0,4.8
1159794,Steelhead,5,P2,0,11/12/18 17:12,11/12/18 17:57,0,,0,5
1159804,SteelConnect,8,P3,0,11/12/18 17:58,12/12/18 3:12,9,,0,5
1159847,NPM,6,P1,0,11/12/18 21:26,11/12/18 21:27,0,,0,4.6
1159896,Steelhead,7,P2,0,12/12/18 0:35,12/12/18 0:42,0,,0,5
1159899,SteelConnect,1,P1,0,12/12/18 0:37,12/12/18 0:57,0,,0,4.8
1159913,Steelhead,0,P2,0,12/12/18 1:11,,2,,0,4.8
1159927,Steelhead,10,P2,0,12/12/18 1:43,12/12/18 1:46,0,,0,4.8
1159940,Steelhead,78,P4,0,12/12/18 2:16,12/12/18 9:39,7,,0,4.2
1160039,Steelhead,10,P2,0,12/12/18 6:17,12/12/18 6:24,0,,0,4.6
1160165,Steelhead,39,P2,0,12/12/18 16:22,12/12/18 16:39,0,,0,3.6
1160281,Steelhead,0,P3,0,13/12/18 1:24,13/12/18 3:24,2,,0,4.4
1160313,Steelhead,1,P3,0,13/12/18 2:49,13/12/18 3:19,0,,0,4.2
1160344,NPM,5,P3,0,13/12/18 4:24,13/12/18 6:12,1,,0,5
1160350,Steelhead,3,P4,0,13/12/18 4:29,13/12/18 4:34,0,,0,4.8
1160398,Steelhead,26,P3,0,13/12/18 6:34,13/12/18 7:01,0,,0,4
1160438,Steelhead,1,P4,0,13/12/18 8:46,13/12/18 20:13,11,,0,1.8
1160593,NPM,5,P3,0,13/12/18 22:31,14/12/18 0:20,1,,0,5
1160595,SteelConnect,0,P3,0,13/12/18 22:43,13/12/18 22:50,0,,0,5
1160617,Steelhead,0,P2,0,14/12/18 0:37,,2,,0,5
1160618,Steelhead,1,P3,0,14/12/18 0:40,14/12/18 0:45,0,,0,5
1160666,Steelhead,4,P2,0,14/12/18 1:53,14/12/18 2:15,0,,0,4.8
1160707,Steelhead,4,P2,0,14/12/18 3:12,14/12/18 6:32,3,,0,4.8
1160922,Steelhead,12,P2,1,14/12/18 18:19,14/12/18 18:42,0,18/12/18 14:41,3,5
1161068,SteelConnect,40,P3,0,15/12/18 4:22,15/12/18 4:25,0,,0,5
1161087,Steelhead,21,P2,0,15/12/18 4:59,15/12/18 5:19,0,,0,5
1161095,Steelhead,13,P3,0,15/12/18 5:13,15/12/18 5:22,0,,0,5
1161135,APM NPM,125,P2,0,15/12/18 7:26,15/12/18 11:06,3,,0,4.8
1161155,NPM,3,P2,0,15/12/18 9:51,15/12/18 10:52,1,,0,5
1161160,NPM,41,P1,1,15/12/18 11:10,15/12/18 11:58,0,19/12/18 4:40,3,5
1161161,Steelhead,48,P3,1,15/12/18 11:15,15/12/18 11:37,0,19/12/18 7:54,3,5
1161170,Steelhead,15,P2,0,15/12/18 17:14,15/12/18 20:32,3,,0,3
1161193,Steelhead,53,P4,0,16/12/18 2:00,16/12/18 4:24,2,,0,5
1161267,Steelhead,7,P1,0,17/12/18 13:15,17/12/18 13:20,0,,0,5
1161365,Steelhead,3,P2,0,17/12/18 21:56,17/12/18 23:41,1,,0,5
1161469,Steelhead,0,P3,0,18/12/18 3:01,,3,,0,4.8
1161497,Steelhead,4,P3,0,18/12/18 3:45,18/12/18 3:50,0,,0,5
1161515,Steelhead,2,P2,0,18/12/18 4:41,18/12/18 6:41,2,,0,4.6
1161577,Steelhead,11,P4,0,18/12/18 8:43,18/12/18 8:48,0,,0,5
1161666,SteelConnect,8,P2,0,18/12/18 17:15,18/12/18 17:44,0,,0,5
1161680,SteelConnect,1,P3,0,18/12/18 18:51,18/12/18 23:08,4,,0,5
1161705,Steelhead,6,P2,1,18/12/18 20:59,18/12/18 21:11,0,19/12/18 0:24,0,2.6
1161707,SteelConnect,28,P2,0,18/12/18 21:06,18/12/18 21:21,0,,0,2.4
1161757,Steelhead,8,P2,0,19/12/18 0:22,19/12/18 3:07,2,,0,4.6
1161781,SteelConnect,65,P2,1,19/12/18 1:20,19/12/18 1:29,0,7/1/19 21:04,19,4.4
1161805,Steelhead,16,P3,1,19/12/18 2:07,19/12/18 5:46,3,20/12/18 2:22,1,5
1161809,Steelhead,37,P2,0,19/12/18 2:15,19/12/18 4:05,1,,0,4
1161833,NPM,87,P3,1,19/12/18 3:10,19/12/18 3:45,0,20/12/18 22:58,1,5
1161864,APM NPM,8,P2,0,19/12/18 4:30,19/12/18 4:44,0,,0,2.2
1161889,Steelhead,2,P3,0,19/12/18 5:36,19/12/18 7:15,1,,0,4.8
1161955,Steelhead,30,P4,0,19/12/18 8:32,19/12/18 9:10,0,,0,5
1161993,Steelhead,160,P3,0,19/12/18 11:02,19/12/18 11:19,0,,0,5
1162085,Steelhead,4,P3,0,19/12/18 19:33,19/12/18 22:34,3,,0,4
1162099,Steelhead,0,P4,0,19/12/18 20:07,19/12/18 21:10,1,,0,3.8
1162101,Steelhead,5,P3,0,19/12/18 20:09,19/12/18 20:31,0,,0,5
1162121,Steelhead,1,P3,0,19/12/18 20:48,19/12/18 20:57,0,,0,5
1162158,Steelhead,22,P3,1,19/12/18 22:50,20/12/18 9:06,10,1/1/19 6:31,12,4.2
1162194,Steelhead,0,P3,0,20/12/18 1:03,20/12/18 2:11,1,,0,5
1162329,Steelhead,0,P4,0,20/12/18 6:07,20/12/18 7:00,0,,0,4
1162343,NPM,36,P2,0,20/12/18 6:36,20/12/18 7:18,0,,0,5
1162367,Steelhead,41,P3,0,20/12/18 8:01,20/12/18 8:40,0,,0,5
1162369,Steelhead,19,P2,0,20/12/18 8:04,20/12/18 11:13,3,,0,5
1162446,Steelhead,7,P2,0,20/12/18 18:22,20/12/18 18:30,0,,0,5
1162452,Steelhead,1,P1,0,20/12/18 18:56,20/12/18 19:01,0,,0,5
1162545,NPM,3,P3,0,21/12/18 0:59,21/12/18 2:07,1,,0,5
1162587,Steelhead,40,P1,0,21/12/18 2:50,21/12/18 6:08,3,,0,3.25
1162689,Steelhead,15,P3,0,21/12/18 8:23,3/1/19 10:48,2,,0,5
1162803,Steelhead,19,P3,0,21/12/18 23:37,21/12/18 23:44,0,,0,5
1162834,Steelhead,13,P4,0,22/12/18 2:17,22/12/18 5:07,2,,0,4.8
1162908,SteelConnect,17,P1,0,22/12/18 6:51,24/12/18 5:04,22,,0,5
1163030,APM,3,P1,0,24/12/18 14:42,24/12/18 14:46,0,,0,3.4
1163157,NPM,9,P3,1,26/12/18 19:07,26/12/18 23:56,4,29/12/18 6:25,2,4.6
1163161,Steelhead,37,P3,0,26/12/18 19:51,26/12/18 21:32,1,,0,5
1163277,Steelhead,63,P4,1,27/12/18 16:34,27/12/18 18:19,1,8/1/19 17:12,12,3
1163304,Steelhead,10,P3,0,27/12/18 19:19,27/12/18 22:18,2,,0,3.6
1163315,APM,1,P4,0,27/12/18 19:54,27/12/18 23:33,3,,0,5
1163324,NPM,26,P3,1,27/12/18 21:27,27/12/18 23:32,2,28/12/18 6:55,0,5
1163392,Steelhead,1,P3,0,28/12/18 2:33,28/12/18 3:39,1,,0,5
1163397,NPM,0,P2,0,28/12/18 3:17,28/12/18 3:28,0,,0,4.25
1163420,Steelhead,0,P2,0,28/12/18 4:55,28/12/18 5:04,0,,0,4.4
1163510,Steelhead,53,P3,0,28/12/18 18:00,28/12/18 19:02,1,,0,4.6
1163587,Steelhead,140,P2,0,29/12/18 1:49,29/12/18 5:02,3,,0,4.8
